	Paralogs
7907	NP_878286.3
7908	NP_878290.1
7909	NP_878291.2
7910	NP_878302.1
7911	NP_878312.1
7912	NP_891982.2
7913	NP_892013.2
7914	NP_898892.1
7915	NP_898893.1
7916	NP_898895.2
7917	NP_899181.1
7918	NP_899670.1
7919	NP_919343.2
7920	NP_919346.1
7921	NP_919355.1
7922	NP_919363.3
7923	NP_919364.1
7924	NP_919372.1
7925	NP_919379.1
7926	NP_919385.1
7927	NP_919389.2
7928	NP_919396.1
7929	NP_932333.1
7930	NP_932335.1
7931	NP_932338.1
7932	NP_937783.1
7933	NP_937788.2
7934	NP_937853.1
7935	NP_938184.1
7936	NP_938186.1
7937	NP_938187.2
7938	NP_938188.1
7939	NP_942103.1
7940	NP_942104.2
7941	NP_942111.1
7942	NP_942113.1
7943	NP_942571.1
7944	NP_944590.1
7945	NP_944591.1
7946	NP_944595.2
7947	NP_945330.1
7948	NP_954681.2
7949	NP_954687.1
7950	NP_954970.1
7951	NP_955462.1
7952	NP_955464.1
7953	NP_955810.2
7954	NP_955824.2
7955	NP_955829.1
7956	NP_955839.2
7957	NP_955840.1
7958	NP_955842.1
7959	NP_955846.1
7960	NP_955848.1
7961	NP_955851.1
7962	NP_955855.2
7963	NP_955869.2
7964	NP_955870.1
7965	NP_955873.1
7966	NP_955875.2
7967	NP_955887.1
7968	NP_955894.1
7969	NP_955899.2
7970	NP_955909.2
7971	NP_955910.1
7972	NP_955920.2
7973	NP_955922.1
7974	NP_955923.1
7975	NP_955936.1
7976	NP_955947.1
7977	NP_955962.1
7978	NP_955963.1
7979	NP_955968.2
7980	NP_955974.1
7981	NP_955982.1
7982	NP_955988.1
7983	NP_955991.1
7984	NP_956000.1
7985	NP_956008.1
7986	NP_956012.1
7987	NP_956018.1
7988	NP_956023.1
7989	NP_956027.2
7990	NP_956036.1
7991	NP_956038.1
7992	NP_956040.2
7993	NP_956041.2
7994	NP_956042.1
7995	NP_956050.1
7996	NP_956051.1
7997	NP_956053.1
7998	NP_956054.1
7999	NP_956056.1
8000	NP_956057.1
8001	NP_956059.1
8002	NP_956063.1
8003	NP_956067.1
8004	NP_956077.1
8005	NP_956079.1
8006	NP_956082.1
8007	NP_956087.1
8008	NP_956096.1
8009	NP_956101.1
8010	NP_956103.1
8011	NP_956126.1
8012	NP_956131.1
8013	NP_956139.1
8014	NP_956140.1
8015	NP_956141.1
8016	NP_956144.2
8017	NP_956145.1
8018	NP_956148.2
8019	NP_956162.2
8020	NP_956170.1
8021	NP_956174.1
8022	NP_956176.1
8023	NP_956177.1
8024	NP_956190.2
8025	NP_956201.1
8026	NP_956204.2
8027	NP_956214.1
8028	NP_956217.2
8029	NP_956219.1
8030	NP_956226.1
8031	NP_956228.1
8032	NP_956233.1
8033	NP_956245.1
8034	NP_956252.1
8035	NP_956261.1
8036	NP_956262.1
8037	NP_956263.1
8038	NP_956268.1
8039	NP_956275.1
8040	NP_956286.1
8041	NP_956287.1
8042	NP_956294.1
8043	NP_956300.1
8044	NP_956304.2
8045	NP_956309.2
8046	NP_956315.1
8047	NP_956317.1
8048	NP_956322.1
8049	NP_956323.1
8050	NP_956324.1
8051	NP_956327.1
8052	NP_956331.1
8053	NP_956335.2
8054	NP_956337.1
8055	NP_956338.1
8056	NP_956340.1
8057	NP_956341.1
8058	NP_956342.1
8059	NP_956344.1
8060	NP_956345.1
8061	NP_956350.2
8062	NP_956355.2
8063	NP_956360.1
8064	NP_956361.1
8065	NP_956363.1
8066	NP_956369.1
8067	NP_956370.1
8068	NP_956372.2
8069	NP_956373.1
8070	NP_956374.1
8071	NP_956393.1
8072	NP_956394.1
8073	NP_956401.1
8074	NP_956407.1
8075	NP_956416.1
8076	NP_956417.1
8077	NP_956421.1
8078	NP_956423.1
8079	NP_956430.1
8080	NP_956436.1
8081	NP_956449.1
8082	NP_956450.1
8083	NP_956452.1
8084	NP_956463.1
8085	NP_956466.1
8086	NP_956467.1
8087	NP_956472.1
8088	NP_956482.1
8089	NP_956485.1
8090	NP_956488.1
8091	NP_956491.1
8092	NP_956495.1
8093	NP_956510.2
8094	NP_956512.1
8095	NP_956513.1
8096	NP_956517.1
8097	NP_956521.1
8098	NP_956524.1
8099	NP_956525.1
8100	NP_956537.1
8101	NP_956540.1
8102	NP_956554.1
8103	NP_956556.1
8104	NP_956558.2
8105	NP_956567.1
8106	NP_956571.1
8107	NP_956574.1
8108	NP_956575.1
8109	NP_956584.1
8110	NP_956585.1
8111	NP_956586.1
8112	NP_956587.2
8113	NP_956591.1
8114	NP_956600.1
8115	NP_956607.1
8116	NP_956608.2
8117	NP_956613.2
8118	NP_956620.1
8119	NP_956624.1
8120	NP_956627.1
8121	NP_956633.1
8122	NP_956636.1
8123	NP_956638.2
8124	NP_956640.1
8125	NP_956646.1
8126	NP_956648.1
8127	NP_956663.1
8128	NP_956667.1
8129	NP_956669.1
8130	NP_956672.1
8131	NP_956679.1
8132	NP_956685.1
8133	NP_956694.1
8134	NP_956698.1
8135	NP_956702.2
8136	NP_956703.1
8137	NP_956706.1
8138	NP_956728.1
8139	NP_956735.1
8140	NP_956742.2
8141	NP_956746.1
8142	NP_956750.1
8143	NP_956762.1
8144	NP_956767.2
8145	NP_956770.1
8146	NP_956774.1
8147	NP_956779.1
8148	NP_956802.2
8149	NP_956804.2
8150	NP_956807.1
8151	NP_956812.2
8152	NP_956819.1
8153	NP_956822.2
8154	NP_956823.1
8155	NP_956827.1
8156	NP_956830.1
8157	NP_956831.1
8158	NP_956835.1
8159	NP_956838.2
8160	NP_956840.1
8161	NP_956843.1
8162	NP_956851.1
8163	NP_956856.2
8164	NP_956859.1
8165	NP_956872.1
8166	NP_956873.1
8167	NP_956881.2
8168	NP_956885.1
8169	NP_956887.2
8170	NP_956888.2
8171	NP_956897.1
8172	NP_956898.1
8173	NP_956900.1
8174	NP_956902.1
8175	NP_956920.1
8176	NP_956931.1
8177	NP_956936.1
8178	NP_956938.1
8179	NP_956948.1
8180	NP_956952.1
8181	NP_956953.1
8182	NP_956956.1
8183	NP_956959.1
8184	NP_956962.1
8185	NP_956980.1
8186	NP_956983.1
8187	NP_956987.1
8188	NP_956990.1
8189	NP_956994.1
8190	NP_956997.1
8191	NP_957001.1
8192	NP_957008.1
8193	NP_957010.1
8194	NP_957012.1
8195	NP_957015.1
8196	NP_957020.1
8197	NP_957021.1
8198	NP_957024.1
8199	NP_957034.1
8200	NP_957037.1
8201	NP_957039.1
8202	NP_957042.1
8203	NP_957044.1
8204	NP_957050.1
8205	NP_957052.1
8206	NP_957056.1
8207	NP_957058.1
8208	NP_957059.1
8209	NP_957060.1
8210	NP_957063.1
8211	NP_957064.2
8212	NP_957065.1
8213	NP_957068.1
8214	NP_957069.1
8215	NP_957075.1
8216	NP_957085.1
8217	NP_957091.1
8218	NP_957092.2
8219	NP_957095.1
8220	NP_957099.1
8221	NP_957102.1
8222	NP_957108.1
8223	NP_957109.1
8224	NP_957111.2
8225	NP_957115.2
8226	NP_957117.1
8227	NP_957141.2
8228	NP_957146.1
8229	NP_957149.1
8230	NP_957157.1
8231	NP_957168.1
8232	NP_957170.1
8233	NP_957175.1
8234	NP_957179.1
8235	NP_957204.1
8236	NP_957208.1
8237	NP_957209.1
8238	NP_957216.1
8239	NP_957219.2
8240	NP_957220.2
8241	NP_957236.1
8242	NP_957238.1
8243	NP_957239.2
8244	NP_957240.1
8245	NP_957250.1
8246	NP_957252.1
8247	NP_957258.1
8248	NP_957262.1
8249	NP_957263.1
8250	NP_957268.1
8251	NP_957272.1
8252	NP_957282.1
8253	NP_957289.2
8254	NP_957293.1
8255	NP_957294.2
8256	NP_957295.2
8257	NP_957298.1
8258	NP_957308.1
8259	NP_957309.1
8260	NP_957310.1
8261	NP_957328.2
8262	NP_957348.1
8263	NP_957359.1
8264	NP_957364.2
8265	NP_957378.2
8266	NP_957383.2
8267	NP_957386.1
8268	NP_957390.1
8269	NP_957396.2
8270	NP_957397.1
8271	NP_957399.1
8272	NP_957400.1
8273	NP_957417.1
8274	NP_957419.1
8275	NP_957421.1
8276	NP_957427.1
8277	NP_957435.1
8278	NP_957441.1
8279	NP_957446.1
8280	NP_957451.1
8281	NP_957470.1
8282	NP_957471.1
8283	NP_957476.2
8284	NP_957477.1
8285	NP_957478.2
8286	NP_957484.1
8287	NP_957485.1
8288	NP_957489.1
8289	NP_957490.1
8290	NP_957497.1
8291	NP_957498.1
8292	NP_957507.1
8293	NP_957513.1
8294	NP_957514.1
8295	NP_958453.1
8296	NP_958459.1
8297	NP_958462.1
8298	NP_958464.1
8299	NP_958477.2
8300	NP_958482.1
8301	NP_958490.1
8302	NP_958858.1
8303	NP_958866.1
8304	NP_958876.1
8305	NP_958878.1
8306	NP_958887.1
8307	NP_958889.1
8308	NP_958897.1
8309	NP_958904.1
8310	NP_958918.1
8311	NP_963876.1
8312	NP_973722.1
8313	NP_982346.1
8314	NP_991101.1
8315	NP_991102.1
8316	NP_991105.1
8317	NP_991117.1
8318	NP_991118.1
8319	NP_991119.1
8320	NP_991139.1
8321	NP_991144.1
8322	NP_991153.2
8323	NP_991158.2
8324	NP_991161.1
8325	NP_991162.1
8326	NP_991167.2
8327	NP_991168.1
8328	NP_991175.1
8329	NP_991176.1
8330	NP_991181.2
8331	NP_991182.1
8332	NP_991184.1
8333	NP_991185.1
8334	NP_991191.2
8335	NP_991192.2
8336	NP_991196.1
8337	NP_991202.1
8338	NP_991204.1
8339	NP_991210.1
8340	NP_991220.2
8341	NP_991228.1
8342	NP_991230.1
8343	NP_991231.1
8344	NP_991247.1
8345	NP_991251.1
8346	NP_991258.2
8347	NP_991261.1
8348	NP_991274.2
8349	NP_991275.1
8350	NP_991278.1
8351	NP_991280.2
8352	NP_991284.1
8353	NP_991291.1
8354	NP_991296.1
8355	NP_991299.2
8356	NP_991319.2
8357	NP_996931.1
8358	NP_996933.1
8359	NP_996934.2
8360	NP_996942.1
8361	NP_996944.2
8362	NP_996954.1
8363	NP_996956.1
8364	NP_996957.1
8365	NP_996958.1
8366	NP_996959.2
8367	NP_996968.1
8368	NP_996971.1
8369	NP_996980.1
8370	NP_996981.1
8371	NP_996983.1
8372	NP_997067.1
8373	NP_997524.1
8374	NP_997599.1
8375	NP_997734.1
8376	NP_997745.1
8377	NP_997746.1
8378	NP_997747.1
8379	NP_997748.2
8380	NP_997755.2
8381	NP_997762.1
8382	NP_997765.1
8383	NP_997766.1
8384	NP_997768.2
8385	NP_997769.3
8386	NP_997772.1
8387	NP_997778.1
8388	NP_997788.1
8389	NP_997792.1
8390	NP_997794.1
8391	NP_997796.1
8392	NP_997798.1
8393	NP_997804.1
8394	NP_997811.1
8395	NP_997816.1
8396	NP_997817.2
8397	NP_997819.1
8398	NP_997828.1
8399	NP_997834.1
8400	NP_997836.1
8401	NP_997840.1
8402	NP_997841.1
8403	NP_997842.1
8404	NP_997843.1
8405	NP_997845.1
8406	NP_997846.1
8407	NP_997852.1
8408	NP_997859.1
8409	NP_997860.1
8410	NP_997862.1
8411	NP_997863.2
8412	NP_997869.1
8413	NP_997874.1
8414	NP_997880.1
8415	NP_997887.1
8416	NP_997904.1
8417	NP_997908.1
8418	NP_997910.1
8419	NP_997915.1
8420	NP_997916.1
8421	NP_997927.1
8422	NP_997932.1
8423	NP_997934.1
8424	NP_997936.1
8425	NP_997940.1
8426	NP_997941.2
8427	NP_997945.1
8428	NP_997948.2
8429	NP_997952.1
8430	NP_997966.1
8431	NP_997975.2
8432	NP_997979.2
8433	NP_998002.1
8434	NP_998003.1
8435	NP_998022.1
8436	NP_998023.1
8437	NP_998032.1
8438	NP_998035.1
8439	NP_998038.1
8440	NP_998047.1
8441	NP_998049.1
8442	NP_998052.1
8443	NP_998055.1
8444	NP_998056.1
8445	NP_998057.1
8446	NP_998059.2
8447	NP_998063.1
8448	NP_998064.2
8449	NP_998066.1
8450	NP_998071.1
8451	NP_998076.1
8452	NP_998077.2
8453	NP_998085.1
8454	NP_998094.1
8455	NP_998097.1
8456	NP_998118.1
8457	NP_998122.1
8458	NP_998126.2
8459	NP_998128.1
8460	NP_998130.1
8461	NP_998132.2
8462	NP_998134.1
8463	NP_998139.1
8464	NP_998140.1
8465	NP_998147.1
8466	NP_998156.3
8467	NP_998158.1
8468	NP_998163.1
8469	NP_998167.1
8470	NP_998188.2
8471	NP_998197.1
8472	NP_998198.1
8473	NP_998199.1
8474	NP_998206.1
8475	NP_998216.2
8476	NP_998218.2
8477	NP_998223.1
8478	NP_998224.1
8479	NP_998240.2
8480	NP_998242.1
8481	NP_998267.1
8482	NP_998268.1
8483	NP_998278.1
8484	NP_998296.1
8485	NP_998297.1
8486	NP_998304.1
8487	NP_998305.1
8488	NP_998312.1
8489	NP_998313.1
8490	NP_998324.1
8491	NP_998327.1
8492	NP_998330.1
8493	NP_998339.2
8494	NP_998354.1
8495	NP_998358.1
8496	NP_998366.1
8497	NP_998369.1
8498	NP_998370.1
8499	NP_998375.1
8500	NP_998378.1
8501	NP_998381.2
8502	NP_998401.1
8503	NP_998403.1
8504	NP_998413.1
8505	NP_998426.1
8506	NP_998431.1
8507	NP_998437.1
8508	NP_998445.1
8509	NP_998453.1
8510	NP_998460.1
8511	NP_998469.1
8512	NP_998471.1
8513	NP_998478.1
8514	NP_998481.2
8515	NP_998485.1
8516	NP_998486.1
8517	NP_998488.1
8518	NP_998491.2
8519	NP_998497.2
8520	NP_998499.1
8521	NP_998503.1
8522	NP_998504.1
8523	NP_998508.1
8524	NP_998514.1
8525	NP_998515.1
8526	NP_998519.1
8527	NP_998520.1
8528	NP_998530.1
8529	NP_998534.1
8530	NP_998550.1
8531	NP_998554.1
8532	NP_998559.1
8533	NP_998561.1
8534	NP_998565.1
8535	NP_998567.1
8536	NP_998577.1
8537	NP_998582.1
8538	NP_998583.1
8539	NP_998588.1
8540	NP_998595.2
8541	NP_998596.1
8542	NP_998632.1
8543	NP_998634.1
8544	NP_998635.1
8545	NP_998640.2
8546	NP_998652.1
8547	NP_998653.1
8548	NP_998654.1
8549	NP_998659.2
8550	NP_998664.1
8551	NP_998680.1
8552	NP_998687.1
8553	NP_998693.2
8554	NP_998696.1
8555	NP_998800.2
8556	NP_998807.1
8557	NP_999858.2
8558	NP_999863.1
8559	NP_999874.1
8560	NP_999881.1
8561	NP_999886.1
8562	NP_999892.1
8563	NP_999896.3
8564	NP_999897.1
8565	NP_999898.1
8566	NP_999909.1
8567	NP_999913.1
8568	NP_999914.1
8569	NP_999920.2
8570	NP_999922.1
8571	NP_999928.1
8572	NP_999933.1
8573	NP_999945.1
8574	NP_999952.1
8575	NP_999973.1
8576	XP_001331201.3
8577	XP_001331813.3
8578	XP_001331921.5
8579	XP_001332088.1
8580	XP_001332101.6
8581	XP_001332433.4
8582	XP_001332484.4
8583	XP_001332508.1
8584	XP_001332567.4
8585	XP_001332688.5
8586	XP_001332767.2
8587	XP_001332864.2
8588	XP_001333116.1
8589	XP_001333344.3
8590	XP_001333416.2
8591	XP_001333661.1
8592	XP_001334671.1
8593	XP_001334698.1
8594	XP_001334713.1
8595	XP_001334732.2
8596	XP_001335097.5
8597	XP_001335263.1
8598	XP_001335587.6
8599	XP_001336634.1
8600	XP_001336777.3
8601	XP_001337140.2
8602	XP_001337205.1
8603	XP_001337233.2
8604	XP_001337309.3
8605	XP_001337543.1
8606	XP_001337581.3
8607	XP_001337990.3
8608	XP_001338018.1
8609	XP_001338064.4
8610	XP_001338149.5
8611	XP_001338197.4
8612	XP_001338251.1
8613	XP_001338299.2
8614	XP_001338475.1
8615	XP_001338803.3
8616	XP_001338908.5
8617	XP_001338909.3
8618	XP_001339010.2
8619	XP_001339480.1
8620	XP_001339880.4
8621	XP_001339930.3
8622	XP_001340114.1
8623	XP_001340162.4
8624	XP_001340207.3
8625	XP_001340683.2
8626	XP_001340685.1
8627	XP_001340708.3
8628	XP_001341229.1
8629	XP_001341243.4
8630	XP_001341377.1
8631	XP_001341471.1
8632	XP_001341514.7
8633	XP_001341569.2
8634	XP_001341623.3
8635	XP_001341839.4
8636	XP_001342135.1
8637	XP_001342593.4
8638	XP_001342691.1
8639	XP_001342833.1
8640	XP_001342844.2
8641	XP_001343062.1
8642	XP_001343069.2
8643	XP_001343289.2
8644	XP_001343562.1
8645	XP_001343633.3
8646	XP_001343636.1
8647	XP_001343904.2
8648	XP_001344100.3
8649	XP_001344126.2
8650	XP_001344151.1
8651	XP_001344183.4
8652	XP_001344220.4
8653	XP_001344370.3
8654	XP_001344391.1
8655	XP_001344534.2
8656	XP_001344625.2
8657	XP_001344703.1
8658	XP_001344916.5
8659	XP_001345022.3
8660	XP_001345122.7
8661	XP_001345195.4
8662	XP_001345197.3
8663	XP_001346643.3
8664	XP_001346821.1
8665	XP_001918966.1
8666	XP_001918972.3
8667	XP_001919024.1
8668	XP_001919049.3
8669	XP_001919226.4
8670	XP_001919301.4
8671	XP_001919340.4
8672	XP_001919350.3
8673	XP_001919436.3
8674	XP_001919684.2
8675	XP_001919766.3
8676	XP_001919775.2
8677	XP_001919988.5
8678	XP_001920096.1
8679	XP_001920107.4
8680	XP_001920308.3
8681	XP_001920424.4
8682	XP_001920588.3
8683	XP_001920602.1
8684	XP_001920783.2
8685	XP_001920877.1
8686	XP_001920902.3
8687	XP_001920945.3
8688	XP_001920958.3
8689	XP_001920959.3
8690	XP_001920975.4
8691	XP_001921013.4
8692	XP_001921123.3
8693	XP_001921130.3
8694	XP_001921168.2
8695	XP_001921190.2
8696	XP_001921298.3
8697	XP_001921343.5
8698	XP_001921353.3
8699	XP_001921384.3
8700	XP_001921467.4
8701	XP_001921526.3
8702	XP_001921602.2
8703	XP_001921634.3
8704	XP_001921674.1
8705	XP_001921729.2
8706	XP_001921776.2
8707	XP_001921927.1
8708	XP_001921957.2
8709	XP_001921964.1
8710	XP_001922019.2
8711	XP_001922208.2
8712	XP_001922220.1
8713	XP_001922233.2
8714	XP_001922260.1
8715	XP_001922267.3
8716	XP_001922583.2
8717	XP_001922588.3
8718	XP_001922596.3
8719	XP_001922660.3
8720	XP_001922665.3
8721	XP_001922676.1
8722	XP_001922839.2
8723	XP_001922927.6
8724	XP_001923018.1
8725	XP_001923118.1
8726	XP_001923259.1
8727	XP_001923490.1
8728	XP_001923843.2
8729	XP_001923893.1
8730	XP_001924044.3
8731	XP_002660420.2
8732	XP_002660738.1
8733	XP_002660878.1
8734	XP_002661059.2
8735	XP_002661139.2
8736	XP_002661160.3
8737	XP_002661175.2
8738	XP_002661216.2
8739	XP_002661302.2
8740	XP_002661306.1
8741	XP_002661377.1
8742	XP_002661423.2
8743	XP_002661511.2
8744	XP_002662060.4
8745	XP_002662124.1
8746	XP_002662144.4
8747	XP_002662342.2
8748	XP_002662361.1
8749	XP_002662484.2
8750	XP_002662532.1
8751	XP_002662556.2
8752	XP_002662574.1
8753	XP_002662576.2
8754	XP_002662884.1
8755	XP_002662886.2
8756	XP_002662899.3
8757	XP_002662923.1
8758	XP_002663081.2
8759	XP_002663173.1
8760	XP_002663492.4
8761	XP_002663496.6
8762	XP_002663751.3
8763	XP_002663888.2
8764	XP_002663924.1
8765	XP_002664081.2
8766	XP_002664142.2
8767	XP_002664230.1
8768	XP_002664306.1
8769	XP_002664429.2
8770	XP_002664481.2
8771	XP_002664688.1
8772	XP_002664815.2
8773	XP_002664846.2
8774	XP_002664856.2
8775	XP_002664949.1
8776	XP_002665001.1
8777	XP_002665027.3
8778	XP_002665161.2
8779	XP_002665267.1
8780	XP_002665395.1
8781	XP_002665577.1
8782	XP_002665692.3
8783	XP_002665788.2
8784	XP_002665864.2
8785	XP_002665866.3
8786	XP_002665915.2
8787	XP_002665983.2
8788	XP_002665987.1
8789	XP_002666127.2
8790	XP_002666212.2
8791	XP_002666415.3
8792	XP_002666478.4
8793	XP_002666487.2
8794	XP_002666565.1
8795	XP_002666641.1
8796	XP_002666688.1
8797	XP_002666893.2
8798	XP_002666912.2
8799	XP_002666934.1
8800	XP_002666969.1
8801	XP_002667032.4
8802	XP_002667042.1
8803	XP_002667158.2
8804	XP_002667284.2
8805	XP_002667319.1
8806	XP_002667360.5
8807	XP_002667373.4
8808	XP_002667418.1
8809	XP_002667426.2
8810	XP_002667438.1
8811	XP_002667479.1
8812	XP_002667698.2
8813	XP_002667755.4
8814	XP_002667883.3
8815	XP_003197660.3
8816	XP_003197965.2
8817	XP_003198040.1
8818	XP_003198110.1
8819	XP_003198133.2
8820	XP_003198205.2
8821	XP_003198667.2
8822	XP_003198763.1
8823	XP_003198883.2
8824	XP_003198936.1
8825	XP_003198947.4
8826	XP_003198996.1
8827	XP_003198998.1
8828	XP_003199017.2
8829	XP_003199047.1
8830	XP_003199085.2
8831	XP_003199138.1
8832	XP_003199180.2
8833	XP_003199279.2
8834	XP_003199290.2
8835	XP_003199325.1
8836	XP_003199339.4
8837	XP_003199366.1
8838	XP_003199368.2
8839	XP_003199438.1
8840	XP_003199513.2
8841	XP_003199545.2
8842	XP_003199558.1
8843	XP_003199580.3
8844	XP_003199591.3
8845	XP_003199610.1
8846	XP_003199689.1
8847	XP_003199699.1
8848	XP_003199781.2
8849	XP_003199807.2
8850	XP_003200052.2
8851	XP_003200124.1
8852	XP_003200181.1
8853	XP_003200198.1
8854	XP_003200235.2
8855	XP_003200244.1
8856	XP_003200246.2
8857	XP_003200284.2
8858	XP_003200287.2
8859	XP_003200342.3
8860	XP_003200377.2
8861	XP_003200444.1
8862	XP_003200485.1
8863	XP_003200627.2
8864	XP_003200663.1
8865	XP_003200666.1
8866	XP_003200703.1
8867	XP_003200715.1
8868	XP_003200726.1
8869	XP_003200801.3
8870	XP_003200835.2
8871	XP_003200860.2
8872	XP_003200879.1
8873	XP_003200939.1
8874	XP_003200943.1
8875	XP_003200957.1
8876	XP_003201077.1
8877	XP_003201087.1
8878	XP_003201145.2
8879	XP_003201146.3
8880	XP_003201179.1
8881	XP_003201186.1
8882	XP_003201209.2
8883	XP_003201251.1
8884	XP_003201252.2
8885	XP_003201260.1
8886	XP_003201265.5
8887	XP_003201351.1
8888	XP_003201386.3
8889	XP_003201392.1
8890	XP_003201427.1
8891	XP_003201448.1
8892	XP_003201499.2
8893	XP_003201514.2
8894	XP_003201711.2
8895	XP_005155355.1
8896	XP_005155417.1
8897	XP_005155501.1
8898	XP_005155508.1
8899	XP_005155514.1
8900	XP_005155515.1
8901	XP_005155519.1
8902	XP_005155549.1
8903	XP_005155553.1
8904	XP_005155554.1
8905	XP_005155555.1
8906	XP_005155602.1
8907	XP_005155616.1
8908	XP_005155617.1
8909	XP_005155620.1
8910	XP_005155630.1
8911	XP_005155634.1
8912	XP_005155637.1
8913	XP_005155649.1
8914	XP_005155653.1
8915	XP_005155659.1
8916	XP_005155667.1
8917	XP_005155674.1
8918	XP_005155684.1
8919	XP_005155685.1
8920	XP_005155688.1
8921	XP_005155714.1
8922	XP_005155725.1
8923	XP_005155728.1
8924	XP_005155736.1
8925	XP_005155737.1
8926	XP_005155753.1
8927	XP_005155754.1
8928	XP_005155757.1
8929	XP_005155771.1
8930	XP_005155778.1
8931	XP_005155804.1
8932	XP_005155853.1
8933	XP_005155859.1
8934	XP_005155884.1
8935	XP_005155908.1
8936	XP_005155912.1
8937	XP_005155913.1
8938	XP_005155948.1
8939	XP_005155971.1
8940	XP_005155981.1
8941	XP_005156004.1
8942	XP_005156008.1
8943	XP_005156042.1
8944	XP_005156055.1
8945	XP_005156056.1
8946	XP_005156057.1
8947	XP_005156102.1
8948	XP_005156103.1
8949	XP_005156109.1
8950	XP_005156116.1
8951	XP_005156118.1
8952	XP_005156122.1
8953	XP_005156130.1
8954	XP_005156137.1
8955	XP_005156263.1
8956	XP_005156282.1
8957	XP_005156303.1
8958	XP_005156321.1
8959	XP_005156327.1
8960	XP_005156330.1
8961	XP_005156365.1
8962	XP_005156380.1
8963	XP_005156389.1
8964	XP_005156392.1
8965	XP_005156414.2
8966	XP_005156425.1
8967	XP_005156427.1
8968	XP_005156516.1
8969	XP_005156542.1
8970	XP_005156548.1
8971	XP_005156555.1
8972	XP_005156567.1
8973	XP_005156576.1
8974	XP_005156584.1
8975	XP_005156611.1
8976	XP_005156668.1
8977	XP_005156690.1
8978	XP_005156700.1
8979	XP_005156726.1
8980	XP_005156738.1
8981	XP_005156756.1
8982	XP_005156778.1
8983	XP_005156839.1
8984	XP_005156855.1
8985	XP_005156863.1
8986	XP_005156877.1
8987	XP_005156878.1
8988	XP_005156891.1
8989	XP_005156899.1
8990	XP_005156904.1
8991	XP_005156933.1
8992	XP_005156935.1
8993	XP_005156983.1
8994	XP_005157004.1
8995	XP_005157034.1
8996	XP_005157041.1
8997	XP_005157047.1
8998	XP_005157053.1
8999	XP_005157054.1
9000	XP_005157097.1
9001	XP_005157107.1
9002	XP_005157122.1
9003	XP_005157128.1
9004	XP_005157191.1
9005	XP_005157211.1
9006	XP_005157236.1
9007	XP_005157259.1
9008	XP_005157291.1
9009	XP_005157299.1
9010	XP_005157308.1
9011	XP_005157364.1
9012	XP_005157378.1
9013	XP_005157386.1
9014	XP_005157399.3
9015	XP_005157409.1
9016	XP_005157470.1
9017	XP_005157477.1
9018	XP_005157493.1
9019	XP_005157509.1
9020	XP_005157534.1
9021	XP_005157544.1
9022	XP_005157547.1
9023	XP_005157559.1
9024	XP_005157573.1
9025	XP_005157608.1
9026	XP_005157619.1
9027	XP_005157622.1
9028	XP_005157623.1
9029	XP_005157632.1
9030	XP_005157651.1
9031	XP_005157657.1
9032	XP_005157664.1
9033	XP_005157691.1
9034	XP_005157693.1
9035	XP_005157700.1
9036	XP_005157706.1
9037	XP_005157714.1
9038	XP_005157727.1
9039	XP_005157739.1
9040	XP_005157765.1
9041	XP_005157787.1
9042	XP_005157792.1
9043	XP_005157812.1
9044	XP_005157813.1
9045	XP_005157874.1
9046	XP_005157892.1
9047	XP_005157908.1
9048	XP_005157915.1
9049	XP_005157916.1
9050	XP_005157920.1
9051	XP_005157969.1
9052	XP_005157970.1
9053	XP_005157973.1
9054	XP_005158011.1
9055	XP_005158015.1
9056	XP_005158020.1
9057	XP_005158088.1
9058	XP_005158092.1
9059	XP_005158093.1
9060	XP_005158110.1
9061	XP_005158115.1
9062	XP_005158154.1
9063	XP_005158169.1
9064	XP_005158173.1
9065	XP_005158218.1
9066	XP_005158263.1
9067	XP_005158264.1
9068	XP_005158276.1
9069	XP_005158285.1
9070	XP_005158304.1
9071	XP_005158327.1
9072	XP_005158368.1
9073	XP_005158387.1
9074	XP_005158432.1
9075	XP_005158457.1
9076	XP_005158551.1
9077	XP_005158556.1
9078	XP_005158558.1
9079	XP_005158575.1
9080	XP_005158580.1
9081	XP_005158588.1
9082	XP_005158619.1
9083	XP_005158628.1
9084	XP_005158642.1
9085	XP_005158652.1
9086	XP_005158657.1
9087	XP_005158666.1
9088	XP_005158678.1
9089	XP_005158680.1
9090	XP_005158696.1
9091	XP_005158704.1
9092	XP_005158711.1
9093	XP_005158720.1
9094	XP_005158721.1
9095	XP_005158733.1
9096	XP_005158750.1
9097	XP_005158754.1
9098	XP_005158774.1
9099	XP_005158793.1
9100	XP_005158808.1
9101	XP_005158833.1
9102	XP_005158835.1
9103	XP_005158837.1
9104	XP_005158842.1
9105	XP_005158843.1
9106	XP_005158860.1
9107	XP_005158866.1
9108	XP_005158893.1
9109	XP_005158906.1
9110	XP_005158932.1
9111	XP_005158939.1
9112	XP_005158951.1
9113	XP_005158972.1
9114	XP_005158991.1
9115	XP_005159014.1
9116	XP_005159037.1
9117	XP_005159048.1
9118	XP_005159050.1
9119	XP_005159063.1
9120	XP_005159065.1
9121	XP_005159074.1
9122	XP_005159083.1
9123	XP_005159102.1
9124	XP_005159104.1
9125	XP_005159107.1
9126	XP_005159119.1
9127	XP_005159126.1
